accuracy,epoch,eval_loss,gate_mean,mrr,primary_metric,train_loss,warrant_logit_mean,warrant_tail_mass_mean
0.073009,1,8.862679,0.971944,0.106942,0.106942,12.847391,3.432011,1.0
0.084757,2,8.200356,0.972628,0.120642,0.120642,8.798892,3.401392,1.0
0.086054,3,7.899666,0.969945,0.125315,0.125315,8.252173,3.30014,1.0
0.08903,4,7.710623,0.968605,0.128782,0.128782,7.938227,3.287927,1.0
0.083689,5,7.530276,0.967295,0.127963,0.127963,7.701806,3.257832,1.0
0.088953,6,7.397558,0.964786,0.131821,0.131821,7.497114,3.197558,1.0
0.087809,7,7.252579,0.963057,0.133031,0.133031,7.31068,3.187603,1.0
0.087733,8,7.130785,0.96005,0.134076,0.134076,7.135491,3.189896,1.0
0.086054,9,7.004065,0.955592,0.133917,0.133917,6.973984,3.206226,1.0
0.091089,10,6.886199,0.952785,0.13789,0.13789,6.796562,3.200529,1.0
0.089411,11,6.779347,0.948314,0.136779,0.136779,6.631944,3.214872,1.0
0.084223,12,6.65054,0.938718,0.136479,0.136479,6.466284,3.228729,1.0
0.085368,13,6.556481,0.935286,0.137525,0.137525,6.321902,3.282474,1.0
0.08758,14,6.474164,0.931776,0.139744,0.139744,6.18793,3.294466,1.0
0.087199,15,6.414677,0.932224,0.139579,0.139579,6.07002,3.274295,1.0
0.084757,16,6.360825,0.927012,0.140245,0.140245,5.975679,3.258811,1.0
0.084605,17,6.321617,0.928611,0.140793,0.140793,5.881557,3.291904,1.0
0.085597,18,6.292188,0.928012,0.141063,0.141063,5.796997,3.383781,1.0
0.085749,19,6.270961,0.933511,0.142235,0.142235,5.725467,3.394113,1.0
0.090174,20,6.254388,0.933596,0.143958,0.143958,5.664508,3.332797,1.0
0.084757,21,6.240502,0.936507,0.142195,0.142195,5.599474,3.475245,1.0
0.086207,22,6.237484,0.941422,0.142367,0.142367,5.552028,3.630106,1.0
0.088114,23,6.233637,0.946057,0.144568,0.144568,5.506019,3.71683,1.0
0.087656,24,6.229324,0.950258,0.144152,0.144152,5.457654,3.760136,1.0
0.090021,25,6.226018,0.955297,0.143997,0.143997,5.406212,3.868428,1.0
0.090098,26,6.232182,0.959508,0.143676,0.143676,5.372557,4.042073,1.0
0.088496,27,6.220866,0.962108,0.14365,0.14365,5.33276,4.112,1.0
0.087885,28,6.240312,0.966917,0.143671,0.143671,5.288109,4.183841,1.0
0.086131,29,6.249546,0.966231,0.142183,0.142183,5.256018,4.238993,1.0
0.087733,30,6.236718,0.973152,0.142615,0.142615,5.215553,4.426003,1.0
